"ID";"GebruikVanGeweld";"SoortDiefstal";"RegioS";"Perioden";"TotaalGeregistreerdeDiefstallen_1";"GeregistreerdeDiefstallenRelatief_2";"GeregistreerdeDiefstallenPer1000Inw_3";"TotaalOpgehelderdeDiefstallen_4";"OpgehelderdeDiefstallenRelatief_5";"RegistratiesVanVerdachten_6"
"11048";"T001540";"CRI1122";"GM0852";"2018JJ00";"      25";"      15";"       .";"       0";"     0.0";"       0"
"11049";"T001540";"CRI1122";"GM0852";"2019JJ00";"      10";"      10";"       .";"       0";"     0.0";"       0"
"11050";"T001540";"CRI1122";"GM0852";"2020JJ00";"      15";"      11";"       .";"       0";"     0.0";"       0"
"11051";"T001540";"CRI1122";"GM0852";"2021JJ00";"      10";"       7";"       .";"       0";"     0.0";"       0"
"11052";"T001540";"CRI1122";"GM0988";"2010JJ00";"     740";"      29";"    15.3";"      15";"     1.9";"      20"
"11053";"T001540";"CRI1122";"GM0988";"2011JJ00";"     370";"      18";"     7.6";"      10";"     3.2";"      20"
"11054";"T001540";"CRI1122";"GM0988";"2012JJ00";"     530";"      26";"    10.9";"       5";"     0.8";"       5"
"11055";"T001540";"CRI1122";"GM0988";"2013JJ00";"     435";"      23";"     8.9";"      15";"     3.0";"      15"
"11056";"T001540";"CRI1122";"GM0988";"2014JJ00";"     390";"      22";"     8.0";"      15";"     3.8";"      20"
"11057";"T001540";"CRI1122";"GM0988";"2015JJ00";"     355";"      23";"     7.3";"      15";"     3.9";"      15"
"11058";"T001540";"CRI1122";"GM0988";"2016JJ00";"     240";"      20";"     4.9";"      15";"     5.9";"      20"
"11059";"T001540";"CRI1122";"GM0988";"2017JJ00";"     230";"      24";"     4.6";"      10";"     4.4";"      15"
"11060";"T001540";"CRI1122";"GM0988";"2018JJ00";"     260";"      23";"     5.2";"      10";"     3.1";"      10"
"11061";"T001540";"CRI1122";"GM0988";"2019JJ00";"     275";"      25";"     5.6";"      10";"     3.2";"      10"
"11062";"T001540";"CRI1122";"GM0988";"2020JJ00";"     180";"      20";"     3.6";"       5";"     3.3";"       5"
"11063";"T001540";"CRI1122";"GM0988";"2021JJ00";"     115";"      18";"     2.3";"       5";"     4.4";"       5"
"11064";"T001540";"CRI1122";"GM0457";"2010JJ00";"      90";"      12";"       .";"       5";"     4.4";"       5"
"11065";"T001540";"CRI1122";"GM0457";"2011JJ00";"     105";"      13";"     5.9";"      10";"     8.5";"      10"
"11066";"T001540";"CRI1122";"GM0457";"2012JJ00";"      90";"      16";"       .";"       0";"     0.0";"       0"
"11067";"T001540";"CRI1122";"GM0457";"2013JJ00";"     105";"      17";"     5.9";"       0";"     0.0";"       0"
"11068";"T001540";"CRI1122";"GM0457";"2014JJ00";"     140";"      25";"     7.7";"       5";"     2.9";"       5"
"11069";"T001540";"CRI1122";"GM0457";"2015JJ00";"      70";"      13";"       .";"       0";"     0.0";"       0"
"11070";"T001540";"CRI1122";"GM0457";"2016JJ00";"      50";"      11";"       .";"       0";"     0.0";"       0"
"11071";"T001540";"CRI1122";"GM0457";"2017JJ00";"      60";"      15";"       .";"       0";"     0.0";"       0"
"11072";"T001540";"CRI1122";"GM0457";"2018JJ00";"      90";"      25";"       .";"       0";"     0.0";"       0"
"11073";"T001540";"CRI1122";"GM0457";"2019JJ00";"      70";"      20";"       .";"       0";"     0.0";"       0"
"11074";"T001540";"CRI1122";"GM0457";"2020JJ00";"      80";"      24";"       .";"       0";"     0.0";"       0"
"11075";"T001540";"CRI1122";"GM0457";"2021JJ00";"      90";"      30";"       .";"       0";"     0.0";"       0"
"11076";"T001540";"CRI1122";"GM0870";"2010JJ00";"      50";"      10";"       .";"       5";"     6.0";"       5"
"11077";"T001540";"CRI1122";"GM0870";"2011JJ00";"      55";"      10";"       .";"       5";"     5.4";"       5"
"11078";"T001540";"CRI1122";"GM0870";"2012JJ00";"      60";"      10";"       .";"       5";"     6.8";"       5"
"11079";"T001540";"CRI1122";"GM0870";"2013JJ00";"      35";"       6";"       .";"       0";"     0.0";"       0"
"11080";"T001540";"CRI1122";"GM0870";"2014JJ00";"      55";"      10";"       .";"       0";"     0.0";"       0"
"11081";"T001540";"CRI1122";"GM0870";"2015JJ00";"      45";"      10";"       .";"       0";"     0.0";"       0"
"11082";"T001540";"CRI1122";"GM0870";"2016JJ00";"      40";"       9";"       .";"       0";"     0.0";"       0"
"11083";"T001540";"CRI1122";"GM0870";"2017JJ00";"      20";"       9";"       .";"       0";"     0.0";"       0"
"11084";"T001540";"CRI1122";"GM0870";"2018JJ00";"      15";"       8";"       .";"       0";"     0.0";"       0"
"11085";"T001540";"CRI1122";"GM0870";"2019JJ00";"";"";"";"";"";""
"11086";"T001540";"CRI1122";"GM0870";"2020JJ00";"";"";"";"";"";""
"11087";"T001540";"CRI1122";"GM0870";"2021JJ00";"";"";"";"";"";""
"11088";"T001540";"CRI1122";"GM0459";"2010JJ00";"      55";"      19";"       .";"       0";"     0.0";"       0"
"11089";"T001540";"CRI1122";"GM0459";"2011JJ00";"";"";"";"";"";""
"11090";"T001540";"CRI1122";"GM0459";"2012JJ00";"";"";"";"";"";""
"11091";"T001540";"CRI1122";"GM0459";"2013JJ00";"";"";"";"";"";""
"11092";"T001540";"CRI1122";"GM0459";"2014JJ00";"";"";"";"";"";""
"11093";"T001540";"CRI1122";"GM0459";"2015JJ00";"";"";"";"";"";""
"11094";"T001540";"CRI1122";"GM0459";"2016JJ00";"";"";"";"";"";""
"11095";"T001540";"CRI1122";"GM0459";"2017JJ00";"";"";"";"";"";""
"11096";"T001540";"CRI1122";"GM0459";"2018JJ00";"";"";"";"";"";""
"11097";"T001540";"CRI1122";"GM0459";"2019JJ00";"";"";"";"";"";""
"11098";"T001540";"CRI1122";"GM0459";"2020JJ00";"";"";"";"";"";""
"11099";"T001540";"CRI1122";"GM0459";"2021JJ00";"";"";"";"";"";""
"11100";"T001540";"CRI1122";"GM1960";"2010JJ00";"";"";"";"";"";""
"11101";"T001540";"CRI1122";"GM1960";"2011JJ00";"";"";"";"";"";""
"11102";"T001540";"CRI1122";"GM1960";"2012JJ00";"";"";"";"";"";""
"11103";"T001540";"CRI1122";"GM1960";"2013JJ00";"";"";"";"";"";""
"11104";"T001540";"CRI1122";"GM1960";"2014JJ00";"";"";"";"";"";""
"11105";"T001540";"CRI1122";"GM1960";"2015JJ00";"";"";"";"";"";""
"11106";"T001540";"CRI1122";"GM1960";"2016JJ00";"";"";"";"";"";""
"11107";"T001540";"CRI1122";"GM1960";"2017JJ00";"";"";"";"";"";""
"11108";"T001540";"CRI1122";"GM1960";"2018JJ00";"";"";"";"";"";""
"11109";"T001540";"CRI1122";"GM1960";"2019JJ00";"      70";"      11";"       .";"       0";"     0.0";"       0"
"11110";"T001540";"CRI1122";"GM1960";"2020JJ00";"      75";"      10";"       .";"       5";"     6.5";"       5"
"11111";"T001540";"CRI1122";"GM1960";"2021JJ00";"     145";"      21";"     2.8";"       5";"     2.8";"       5"
"11112";"T001540";"CRI1122";"GM0668";"2010JJ00";"      40";"      11";"       .";"       5";"     7.3";"       5"
"11113";"T001540";"CRI1122";"GM0668";"2011JJ00";"      35";"       8";"       .";"       0";"     0.0";"       0"
"11114";"T001540";"CRI1122";"GM0668";"2012JJ00";"      40";"       8";"       .";"       0";"     0.0";"       0"
"11115";"T001540";"CRI1122";"GM0668";"2013JJ00";"      60";"      16";"       .";"       0";"     0.0";"       0"
"11116";"T001540";"CRI1122";"GM0668";"2014JJ00";"      85";"      24";"       .";"       5";"     7.2";"      10"
"11117";"T001540";"CRI1122";"GM0668";"2015JJ00";"      55";"      14";"       .";"       0";"     0.0";"       0"
"11118";"T001540";"CRI1122";"GM0668";"2016JJ00";"      30";"      12";"       .";"       0";"     0.0";"       0"
"11119";"T001540";"CRI1122";"GM0668";"2017JJ00";"       5";"       3";"       .";"       0";"     0.0";"       0"
"11120";"T001540";"CRI1122";"GM0668";"2018JJ00";"      15";"       7";"       .";"       0";"     0.0";"       0"
"11121";"T001540";"CRI1122";"GM0668";"2019JJ00";"       5";"       3";"       .";"       0";"     0.0";"       0"
"11122";"T001540";"CRI1122";"GM0668";"2020JJ00";"      10";"       6";"       .";"       0";"     0.0";"       0"
"11123";"T001540";"CRI1122";"GM0668";"2021JJ00";"      20";"      10";"       .";"       0";"     0.0";"       0"
"11124";"T001540";"CRI1122";"GM1969";"2010JJ00";"";"";"";"";"";""
"11125";"T001540";"CRI1122";"GM1969";"2011JJ00";"";"";"";"";"";""
"11126";"T001540";"CRI1122";"GM1969";"2012JJ00";"";"";"";"";"";""
"11127";"T001540";"CRI1122";"GM1969";"2013JJ00";"";"";"";"";"";""
"11128";"T001540";"CRI1122";"GM1969";"2014JJ00";"";"";"";"";"";""
"11129";"T001540";"CRI1122";"GM1969";"2015JJ00";"";"";"";"";"";""
"11130";"T001540";"CRI1122";"GM1969";"2016JJ00";"";"";"";"";"";""
"11131";"T001540";"CRI1122";"GM1969";"2017JJ00";"";"";"";"";"";""
"11132";"T001540";"CRI1122";"GM1969";"2018JJ00";"";"";"";"";"";""
"11133";"T001540";"CRI1122";"GM1969";"2019JJ00";"      65";"      17";"       .";"       0";"     0.0";"       0"
"11134";"T001540";"CRI1122";"GM1969";"2020JJ00";"      60";"      15";"       .";"      10";"    13.8";"      10"
"11135";"T001540";"CRI1122";"GM1969";"2021JJ00";"      60";"      18";"       .";"       5";"     8.6";"       5"
"11136";"T001540";"CRI1122";"GM1701";"2010JJ00";"      30";"      10";"       .";"       5";"    12.5";"       5"
"11137";"T001540";"CRI1122";"GM1701";"2011JJ00";"      25";"       7";"       .";"       0";"     0.0";"       5"
"11138";"T001540";"CRI1122";"GM1701";"2012JJ00";"      30";"       8";"       .";"       0";"     0.0";"       0"
"11139";"T001540";"CRI1122";"GM1701";"2013JJ00";"      25";"       9";"       .";"       0";"     0.0";"       0"
"11140";"T001540";"CRI1122";"GM1701";"2014JJ00";"      15";"       7";"       .";"       0";"     0.0";"       0"
"11141";"T001540";"CRI1122";"GM1701";"2015JJ00";"      20";"       9";"       .";"       5";"    15.0";"       5"
"11142";"T001540";"CRI1122";"GM1701";"2016JJ00";"      15";"       6";"       .";"       0";"     0.0";"       0"
"11143";"T001540";"CRI1122";"GM1701";"2017JJ00";"      10";"       6";"       .";"       5";"    30.0";"       5"
"11144";"T001540";"CRI1122";"GM1701";"2018JJ00";"      10";"       5";"       .";"       0";"     0.0";"       0"
"11145";"T001540";"CRI1122";"GM1701";"2019JJ00";"       5";"       5";"       .";"       0";"     0.0";"       0"
"11146";"T001540";"CRI1122";"GM1701";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"11147";"T001540";"CRI1122";"GM1701";"2021JJ00";"       5";"       4";"       .";"       0";"     0.0";"       0"
"11148";"T001540";"CRI1122";"GM0293";"2010JJ00";"      70";"      18";"       .";"       5";"     7.1";"       5"
"11149";"T001540";"CRI1122";"GM0293";"2011JJ00";"      60";"      15";"       .";"       5";"     5.0";"       5"
"11150";"T001540";"CRI1122";"GM0293";"2012JJ00";"      60";"      16";"       .";"       5";"     5.1";"       5"
"11151";"T001540";"CRI1122";"GM0293";"2013JJ00";"      75";"      15";"       .";"       0";"     0.0";"       5"
"11152";"T001540";"CRI1122";"GM0293";"2014JJ00";"      75";"      21";"       .";"       5";"     5.5";"       5"
"11153";"T001540";"CRI1122";"GM0293";"2015JJ00";"      35";"      13";"       .";"       5";"    17.6";"       5"
"11154";"T001540";"CRI1122";"GM0293";"2016JJ00";"      45";"      19";"       .";"       5";"    10.9";"       5"
"11155";"T001540";"CRI1122";"GM0293";"2017JJ00";"      40";"      20";"       .";"       0";"     0.0";"       5"
"11156";"T001540";"CRI1122";"GM0293";"2018JJ00";"      20";"      11";"       .";"       0";"     0.0";"       5"
"11157";"T001540";"CRI1122";"GM0293";"2019JJ00";"      25";"      14";"       .";"       0";"     0.0";"       0"
"11158";"T001540";"CRI1122";"GM0293";"2020JJ00";"      25";"      16";"       .";"       0";"     0.0";"       5"
"11159";"T001540";"CRI1122";"GM0293";"2021JJ00";"      30";"      21";"       .";"       0";"     0.0";"       0"
"11160";"T001540";"CRI1122";"GM1950";"2010JJ00";"";"";"";"";"";""
"11161";"T001540";"CRI1122";"GM1950";"2011JJ00";"";"";"";"";"";""
"11162";"T001540";"CRI1122";"GM1950";"2012JJ00";"";"";"";"";"";""
"11163";"T001540";"CRI1122";"GM1950";"2013JJ00";"";"";"";"";"";""
"11164";"T001540";"CRI1122";"GM1950";"2014JJ00";"";"";"";"";"";""
"11165";"T001540";"CRI1122";"GM1950";"2015JJ00";"";"";"";"";"";""
"11166";"T001540";"CRI1122";"GM1950";"2016JJ00";"";"";"";"";"";""
"11167";"T001540";"CRI1122";"GM1950";"2017JJ00";"";"";"";"";"";""
"11168";"T001540";"CRI1122";"GM1950";"2018JJ00";"      30";"       6";"       .";"       5";"    12.5";"       5"
"11169";"T001540";"CRI1122";"GM1950";"2019JJ00";"      15";"       4";"       .";"       5";"    23.5";"       5"
"11170";"T001540";"CRI1122";"GM1950";"2020JJ00";"      30";"       7";"       .";"       0";"     0.0";"       5"
"11171";"T001540";"CRI1122";"GM1950";"2021JJ00";"      40";"      10";"       .";"       5";"    12.5";"       5"
"11172";"T001540";"CRI1122";"GM1783";"2010JJ00";"     410";"      12";"     4.1";"      10";"     2.9";"      25"
"11173";"T001540";"CRI1122";"GM1783";"2011JJ00";"     345";"      10";"     3.5";"      10";"     2.6";"      10"
"11174";"T001540";"CRI1122";"GM1783";"2012JJ00";"     465";"      15";"     4.6";"      15";"     2.8";"      20"
"11175";"T001540";"CRI1122";"GM1783";"2013JJ00";"     330";"      13";"     3.2";"      15";"     4.3";"      20"
"11176";"T001540";"CRI1122";"GM1783";"2014JJ00";"     375";"      14";"     3.6";"      10";"     2.9";"      20"
"11177";"T001540";"CRI1122";"GM1783";"2015JJ00";"     515";"      21";"     4.9";"      25";"     5.2";"      30"
"11178";"T001540";"CRI1122";"GM1783";"2016JJ00";"     405";"      18";"     3.9";"      15";"     3.4";"      20"
"11179";"T001540";"CRI1122";"GM1783";"2017JJ00";"     390";"      20";"     3.7";"      20";"     4.6";"      15"
"11180";"T001540";"CRI1122";"GM1783";"2018JJ00";"     235";"      14";"     2.2";"      15";"     5.6";"      15"
"11181";"T001540";"CRI1122";"GM1783";"2019JJ00";"     285";"      16";"     2.6";"      10";"     3.2";"      10"
"11182";"T001540";"CRI1122";"GM1783";"2020JJ00";"     355";"      19";"     3.2";"      10";"     2.8";"      10"
"11183";"T001540";"CRI1122";"GM1783";"2021JJ00";"     265";"      18";"     2.4";"      15";"     4.9";"      15"
"11184";"T001540";"CRI1122";"GM0098";"2010JJ00";"      80";"      18";"       .";"       5";"     3.8";"       5"
"11185";"T001540";"CRI1122";"GM0098";"2011JJ00";"      45";"      10";"       .";"       5";"    13.6";"       5"
"11186";"T001540";"CRI1122";"GM0098";"2012JJ00";"      45";"      10";"       .";"       0";"     0.0";"       5"
"11187";"T001540";"CRI1122";"GM0098";"2013JJ00";"      65";"      13";"       .";"       5";"     6.2";"       5"
"11188";"T001540";"CRI1122";"GM0098";"2014JJ00";"      60";"      16";"       .";"       5";"     5.0";"       5"
"11189";"T001540";"CRI1122";"GM0098";"2015JJ00";"      45";"      10";"       .";"       0";"     0.0";"       5"
"11190";"T001540";"CRI1122";"GM0098";"2016JJ00";"      30";"       9";"       .";"       0";"     0.0";"       0"
"11191";"T001540";"CRI1122";"GM0098";"2017JJ00";"      35";"      11";"       .";"       5";"     9.1";"       5"
"11192";"T001540";"CRI1122";"GM0098";"2018JJ00";"      25";"       9";"       .";"       0";"     0.0";"       0"
"11193";"T001540";"CRI1122";"GM0098";"2019JJ00";"      20";"       7";"       .";"       0";"     0.0";"       0"
"11194";"T001540";"CRI1122";"GM0098";"2020JJ00";"      20";"      10";"       .";"       0";"     0.0";"       0"
"11195";"T001540";"CRI1122";"GM0098";"2021JJ00";"      15";"      11";"       .";"       0";"     0.0";"       0"
"11196";"T001540";"CRI1122";"GM0614";"2010JJ00";"      30";"      10";"       .";"       0";"     0.0";"       5"
"11197";"T001540";"CRI1122";"GM0614";"2011JJ00";"      20";"       6";"       .";"       0";"     0.0";"       0"
"11198";"T001540";"CRI1122";"GM0614";"2012JJ00";"      20";"       6";"       .";"       0";"     0.0";"       0"
"11199";"T001540";"CRI1122";"GM0614";"2013JJ00";"      30";"       8";"       .";"       0";"     0.0";"       0"
"11200";"T001540";"CRI1122";"GM0614";"2014JJ00";"      25";"       8";"       .";"       0";"     0.0";"       0"
"11201";"T001540";"CRI1122";"GM0614";"2015JJ00";"      15";"       7";"       .";"       0";"     0.0";"       0"
"11202";"T001540";"CRI1122";"GM0614";"2016JJ00";"      20";"       7";"       .";"       0";"     0.0";"       0"
"11203";"T001540";"CRI1122";"GM0614";"2017JJ00";"       5";"       3";"       .";"       0";"     0.0";"       0"
"11204";"T001540";"CRI1122";"GM0614";"2018JJ00";"      15";"       7";"       .";"       0";"     0.0";"       0"
"11205";"T001540";"CRI1122";"GM0614";"2019JJ00";"       5";"       4";"       .";"       0";"     0.0";"       0"
"11206";"T001540";"CRI1122";"GM0614";"2020JJ00";"      15";"      10";"       .";"       0";"     0.0";"       0"
"11207";"T001540";"CRI1122";"GM0614";"2021JJ00";"       5";"       5";"       .";"       0";"     0.0";"       0"
"11208";"T001540";"CRI1122";"GM0189";"2010JJ00";"     115";"      32";"     5.0";"       0";"     0.0";"       0"
"11209";"T001540";"CRI1122";"GM0189";"2011JJ00";"     100";"      28";"     4.2";"       5";"     4.0";"       5"
"11210";"T001540";"CRI1122";"GM0189";"2012JJ00";"      70";"      19";"       .";"       0";"     0.0";"       0"
"11211";"T001540";"CRI1122";"GM0189";"2013JJ00";"     110";"      30";"     4.6";"       5";"     5.5";"      10"
"11212";"T001540";"CRI1122";"GM0189";"2014JJ00";"     105";"      34";"     4.5";"       0";"     0.0";"       0"
"11213";"T001540";"CRI1122";"GM0189";"2015JJ00";"      95";"      28";"       .";"       5";"     5.3";"       5"
"11214";"T001540";"CRI1122";"GM0189";"2016JJ00";"      70";"      30";"       .";"       0";"     0.0";"       0"
"11215";"T001540";"CRI1122";"GM0189";"2017JJ00";"      35";"      16";"       .";"       0";"     0.0";"       5"
"11216";"T001540";"CRI1122";"GM0189";"2018JJ00";"      45";"      23";"       .";"       0";"     0.0";"       5"
"11217";"T001540";"CRI1122";"GM0189";"2019JJ00";"      55";"      27";"       .";"       5";"     7.5";"      10"
"11218";"T001540";"CRI1122";"GM0189";"2020JJ00";"      25";"      18";"       .";"       0";"     0.0";"       0"
"11219";"T001540";"CRI1122";"GM0189";"2021JJ00";"      35";"      24";"       .";"       0";"     0.0";"       0"
"11220";"T001540";"CRI1122";"GM0462";"2010JJ00";"      10";"       7";"       .";"       0";"     0.0";"       0"
"11221";"T001540";"CRI1122";"GM0462";"2011JJ00";"      10";"      10";"       .";"       0";"     0.0";"       0"
"11222";"T001540";"CRI1122";"GM0462";"2012JJ00";"";"";"";"";"";""
"11223";"T001540";"CRI1122";"GM0462";"2013JJ00";"";"";"";"";"";""
"11224";"T001540";"CRI1122";"GM0462";"2014JJ00";"";"";"";"";"";""
"11225";"T001540";"CRI1122";"GM0462";"2015JJ00";"";"";"";"";"";""
"11226";"T001540";"CRI1122";"GM0462";"2016JJ00";"";"";"";"";"";""
"11227";"T001540";"CRI1122";"GM0462";"2017JJ00";"";"";"";"";"";""
"11228";"T001540";"CRI1122";"GM0462";"2018JJ00";"";"";"";"";"";""
